University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Faculty,HKU-Course-Code,HKU-Course-Title
Queen's University,Canada,PSYC 399,Selected Topics in Psychology II,PSYC,PSYC2062,Introduction to psychopathology
Queen's University,Canada,PSYC 399,Selected Topics in Psychology II,PSYC,TGCR9000,Global Citizenship for Social Sciences
Queen's University,Canada,PSYC221,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
Queen's University,Canada,PSYC221,Cognitive Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Queen's University,Canada,PSYC231,Personality Psychology,PSYC,PSYC2019,Psychology of personality
Queen's University,Canada,PSYC353,Atypical Development,PSYC,TPSY9000,Unmapped advanced course for Psychology
Queen's University,Canada,SOCY225,Sociology of Globalisation,SOCI,TGCR9000,Global Citizenship for Social Sciences
Queen's University,Canada,SPAN 111,Beginning Spanish I,SMLC,SPAN1001,Spanish I.1
Quest University Canada,Canada,HUM2304,Culture: Feminism,SOH,CLIT2014,Feminist cultural studies
Quest University Canada,Canada,HUM2314,Culture: Identities ,SOCI,TGCR9000,Global Citizenship for Social Sciences
Quest University Canada,Canada,LIF 2210,Biodiversity of British Columbia,BIOL,ENVS1301,Environmental life science
Quest University Canada,Canada,SOC 2200,Democracy and Justice,POLI,TGCR9000,Global Citizenship for Social Sciences
Quest University Canada,Canada,SOC 2300,Global Perspectives,SWSA,TGCR9000,Global Citizenship for Social Sciences
Quest University Canada,Canada,SOC 2400,"Self, Culture and Society",SOCI,TGCR9000,Global Citizenship for Social Sciences
Quest University Canada,Canada,SOC3114,Government in Canada,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Simon Fraser University,Canada,CMNS 221,Media and popular culture ,SOCI,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,CRIM 103-D100,Psychological Explanations of Criminal and Deviant Behavior,PSYC,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,CRIM 241,Introduction to Corrections,SOCI,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,Crim 310,Young Offenders and Criminal Justice: Advanced Topic,SOCI,TSOC9000,Unmapped advanced course for Sociology
Simon Fraser University,Canada,CRIM 315,Restorative Justice,SOCI,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,CRIM 356,The Forensic Science,SOCI,TSOC9000,Unmapped advanced course for Sociology
Simon Fraser University,Canada,Crim 380,Introduction to Cybercrime,SOCI,TSOC9000,Unmapped advanced course for Sociology
Simon Fraser University,Canada,CRIM 413,Terrorism,SOCI,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,CRIM 464,Street Gang Patterns and Policies,SOCI,TSOC9000,Unmapped advanced course for Sociology
Simon Fraser University,Canada,ECON103,Principles of Microeconomics,HKUBS,ECON1210,Introductory microeconomics
Simon Fraser University,Canada,FREN 120,French for Beginners ,SMLC,FREN1001,French I.1
Simon Fraser University,Canada,GEOG 255,Geog.Info.Science I,GEOG,GEOG2090,Introduction to geographic information systems
Simon Fraser University,Canada,GEOG 325,Geographies of Consumpption,GEOG,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,HIST 215,Making of British Isles,SOH,TFSS9000,Unmapped advanced course for Social Sciences
Simon Fraser University,Canada,HIST225,20th Century Europe,SOH,TFSS9000,Unmapped advanced course for Social Sciences
Simon Fraser University,Canada,HIST288,History of Christianity to 1500,SOH,TFSS9000,Unmapped advanced course for Social Sciences
Simon Fraser University,Canada,POL151,The Administration of Justice,POLI,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,PSYC 221-D100,Introduction to Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
Simon Fraser University,Canada,PSYC 280-D100,Behavioral Neuroscience: An Introduction to Biological Psychology,PSYC,PSYC2022,Biological psychology
Simon Fraser University,Canada,PSYC 391-D100,Individual Differences in Social Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,PSYC241,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
Simon Fraser University,Canada,PSYC250,Introduction to Developmental Psychology,PSYC,TPSY9000,Unmapped advanced course for Psychology
Simon Fraser University,Canada,PSYC303,Perception,PSYC,PSYC2051,Perception
Simon Fraser University,Canada,PSYC362,Close Relationships,PSYC,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,PSYC370,Theories/Personality,PSYC,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,REM 350,Sustainable energy-materials,GEOG,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,SA 315 ,New information technology and society ,SOCI,TGCR9000,Global Citizenship for Social Sciences
Simon Fraser University,Canada,SA366,Special Topics in Sociology,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Simon Fraser University,Canada,SD 281,"Sustainable communities, sustainable world",GEOG,TGCR9000,Global Citizenship for Social Sciences
University of Alberta,Canada,EASIA 305,Introduction to Chinese linguistics,SOH,TGCR9000,Global Citizenship for Social Sciences
University of Alberta,Canada,ECON282,Intermediate Macroeconomic Theory I,HKUBS,ECON2220,Intermediate macroeconomics
University of Alberta,Canada,ECON373,Industrial Organization,HKUBS,ECON2216,Industrial organization
University of Alberta,Canada,ECON399,Introductory Econometrics,HKUBS,ECON2280,Introductory econometrics
University of Alberta,Canada,FREN 211,Intermediate French I,SMLC,TGCR9000,Global Citizenship for Social Sciences
University of Alberta,Canada,GERM 304,Advanced German II,SMLC,GRMN3002,German III.2
University of Alberta,Canada,GERM 340,Introduction to the Study of Modern German Literature,SMLC,GRMN3032,From Goethe to Gr?nemeyer ? Reading German texts
University of Alberta,Canada,HIST 134,Global History of Alchemy,SOH,TGCR9000,Global Citizenship for Social Sciences
University of Alberta,Canada,MST 100,Introduction to Media Studies,JMSC,TJMS9001,Unmapped introductory course for Journalism and Media Studies
University of Alberta,Canada,POL S 101,Introduction to Politics,POLI,POLI1003,Making sense of politics
University of Alberta,Canada,SOC 225,Criminology,SOCI,SOCI2071,Criminology
University of Alberta,Canada,SOC 343,Social Movements,SOCI,SOCI2094,Social movements and contentious politics
University of Alberta,Canada,SOC212,Classical Social Theory,SOCI,SOCI2001,Classical social theory
University of Alberta,Canada,SOC225,Criminology,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,N/A,"An Introduction to the Ecology, Economics and Politics of Carbon",GEOG,TGEO9000,Unmapped advanced course for Geography
University of British Columbia,Canada,N/A,Journalism,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,N/A,Sustainable Forest Management,GEOG,TGEO9000,Unmapped advanced course for Geography
University of British Columbia,Canada,ACAM250,Asian Canadians in Popular Culture,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of British Columbia,Canada,ANTH217 ,Anthropology,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,ANTH315,Japanese Culture and Society,SMLC,JAPN2011,Anthropology of Japan
University of British Columbia,Canada,ANTH332,Oral Tradition,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,ARTH102,Crisis and Contradiction in Art and the Built Environment,SOH,FINE1006,Art and society
University of British Columbia,Canada,ARTH300,Seminar on Methods and Approaches in Art History,SOH,FINE2081,Art history & its methods
University of British Columbia,Canada,ARTH338,Visual Culture in the Age of Enlightenment and Revolution (1715-1830),SOH,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,ARTH358,Chinese Art for the Afterlife,SOH,TFSS9000,Unmapped advanced course for Social Sciences
University of British Columbia,Canada,ARTH362,Arts in Japan: Objects and Spaces,SOH,TFSS9000,Unmapped advanced course for Social Sciences
University of British Columbia,Canada,ASIA250,Introduction to Buddhism,BSTC,BSTC1003,Introduction to religious studies
University of British Columbia,Canada,ASIA315,Japan from Feudal to Modern State,SOH,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,ASIA327,Korean Popular Music in Context,SMLC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,BIOL234,Fundamentals of Genetics,BBMS,BBMS2003,Human Genetics
University of British Columbia,Canada,BIOL458,Developmental Neurobiology,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of British Columbia,Canada,CHIN337,Intermediate Chinese II: Part 2 (Non-Heritage),CHIN,CHIN9507,Chinese as a foreign language VII
University of British Columbia,Canada,COMM205,Introduction to Management Information Systems,HKUBS,IIMT2601,Management information systems
University of British Columbia,Canada,COMM296,Introduction to Marketing,HKUBS,MKTG2501,Introduction to marketing
University of British Columbia,Canada,CRWR200 ,Introduction to Creative Writing,ENGL,TFSS9001,Unmapped introductory course for Social Sciences
University of British Columbia,Canada,CRWR208,Introduction to Writing for Graphic Forms,ENGL,TFSS9001,Unmapped introductory course for Social Sciences
University of British Columbia,Canada,FMST312,Parent-child Relationships,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of British Columbia,Canada,FNH330,Introduction to Wine Science 1,FOSS,TFSS9001,Unmapped introductory course for Social Sciences
University of British Columbia,Canada,FREN122,Intermediate French I,SMLC,FREN2001,French II.1
University of British Columbia,Canada,GEOG211,The State of the Earth,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,GEOG220,Geopolitics,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,GEOG312,Climate Change: Science and Society,GEOG,GEOG3211,Climate change and social responses
University of British Columbia,Canada,GEOG313,Environmental Justice and Social Change,GEOG,GEOG2151,Climate change and social responses
University of British Columbia,Canada,GEOG314,Analysing Environmental Problems,GEOG,TGEO9000,Unmapped advanced course for Geography
University of British Columbia,Canada,GEOG318,Sustainability and Environmental Change ,GEOG,GEOG2140,Landscape ecology for sustainable societies
University of British Columbia,Canada,GEOG328,Constructing Canada ,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,GEOG329,Political Geography,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,GEOG352,Urbanization in the Global South ,GEOG,GEOG2078,"Urban geography I: growth, function and pattern of cities"
University of British Columbia,Canada,GEOG353,Geographies of Migration and Settlement,GEOG,GEOG2109,Changing population structure in modern society
University of British Columbia,Canada,GEOG357,"Society, Culture & Space",GEOG,GEOG3423,Urban studies: social and cultural perspectives
University of British Columbia,Canada,GEOG361,Introduction to Economic Geography,GEOG,GEOG2128,Economic geography
University of British Columbia,Canada,GEOG362,Geography of Economic Development ,GEOG,GEOG2030,Global development
University of British Columbia,Canada,GRSJ301,"Gender, Race and Indigeneity in Canada ",SOCI,TSOC9000,Unmapped advanced course for Sociology
University of British Columbia,Canada,HIST373,History of Hong Kong,SOH,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,JAPN100,Beginning Japanese IA,SMLC,TFSS9001,Unmapped introductory course for Social Sciences
University of British Columbia,Canada,LING222,Language Acquisition,SOH,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PHIL235,Contemporary Moral Issues,SOH,PHIL2340,Moral problems
University of British Columbia,Canada,PHIL314,Philosophy in the 17th Century,SOH,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,POLI302,Public Administration ,POLI,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,POLI320,Government and Politics of the United States of America,POLI,POLI3044,American democracy
University of British Columbia,Canada,POLI321,Chinese Politics and Development,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of British Columbia,Canada,POLI341,Contemporary Political Theory,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of British Columbia,Canada,POLI385,Public Opinion and Elections ,POLI,POLI3115,Politics and public opinion
University of British Columbia,Canada,PSYC207,Contemporary Topics in Biological and Cognitive Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC208,"Contemporary Topics in Social, Developmental, Personality, and Clinical Psychology",PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC208,"Contemporary Topics in Social, Developmental, Personality, and Clinical Psychology",PSYC,TPSY9000,Unmapped advanced course for Psychology
University of British Columbia,Canada,PSYC217,Research Methods in Psychology,PSYC,PSYC2060,Research and quantitative methods in psychology
University of British Columbia,Canada,PSYC300,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
University of British Columbia,Canada,PSYC301,Brain Dysfunction & Recovery,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC301,Brain Dysfunction and Recovery,PSYC,PSYC2022,Biological psychology
University of British Columbia,Canada,PSYC302,Infancy,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC305,Personality Psychology,PSYC,PSYC2019,Psychology of personality
University of British Columbia,Canada,PSYC305,Personality Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC307,Cultural Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC308,Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
University of British Columbia,Canada,PSYC308,Social Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC309,Cognitive Processes,PSYC,PSYC2007,Cognitive psychology
University of British Columbia,Canada,PSYC309,Cognitive Processes,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC311,Psychology of Sport,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC314,Health Psychology,PSYC,PSYC2065,Health psychology
University of British Columbia,Canada,PSYC314,Health Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC315,Childhood and Adolescence,PSYC,PSYC2019,Psychology of personality
University of British Columbia,Canada,PSYC319,Applied Developmental Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC331,Forensic Psychology,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of British Columbia,Canada,PSYC333,"Memory: Historical, Clinical & Cognitive Perspectives",PSYC,TPSY9000,Unmapped advanced course for Psychology
University of British Columbia,Canada,PSYC350,Psychological Aspects of Human Sexuality,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC359,Advanced Research Methods in Behavioural Sciences,PSYC,PSYC2060,Research and quantitative methods in psychology
University of British Columbia,Canada,PSYC361,Neuroscience of Motivation,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of British Columbia,Canada,PSYC367,Sensory Systems,PSYC,PSYC2051,Perception
University of British Columbia,Canada,PSYC401,Clinical Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,PSYC409,Cognitive Neuropsychology,PSYC,PSYC3054,Human neuropsychology
University of British Columbia,Canada,PSYC409,Cognitive Neuropsychology,PSYC,PSYC3054,Human neuropsychology
University of British Columbia,Canada,SOCI201,Ethnic Relations,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of British Columbia,Canada,SOCI230,"Shopping, Society, and Sustainability",SOCI,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,SOCI250,Crime and Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of British Columbia,Canada,SOCI361,Social Inequality,SOCI,SOCI2002,Social stratification and social class: finding and knowing your place
University of British Columbia,Canada,SOCI369,Sociology of Sexualities,SOCI,SOCI2081,"Sexuality, culture and identity"
University of British Columbia,Canada,STAT200,Elementary Statistics for Applications,STAT,STAT1603,Introductory statistics
University of British Columbia,Canada,STAT251,Elementary Statistics,PSYC,TPSY9001,Unmapped introductory course for Psychology
University of British Columbia,Canada,THTR130,Introduction to Acting,FOSS,TFSS9001,Unmapped introductory course for Social Sciences
University of Calgary,Canada,ANTH203,Introduction of Social Anthropology,SOCI,SOCI1003,Introduction to anthropology
University of Calgary,Canada,GEOG321,Geography and Our Environment,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of Calgary,Canada,HTST341,"History of Popular Culture in Canada, 1850-Present",SOH,TFSS9000,Unmapped advanced course for Social Sciences
University of Calgary,Canada,HTST427,Ideas and Events that Shaped Modern Europe,SOH,TGCR9000,Global Citizenship for Social Sciences
University of Calgary,Canada,PSYC204,Human Sexuality,SWSA,SOWK2037,Human sexuality
University of Calgary,Canada,PSYC305,History Psychological Thought,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Calgary,Canada,PSYC321,Industrial & Organizational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Calgary,Canada,PSYC351,Developmental Psychology,PSYC,PSYC2009,Life-span developmental psychology
University of Calgary,Canada,PSYC365,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
University of Calgary,Canada,PSYC375,Brain and Behaviour,PSYC,PSYC2022,Biological psychology
University of Calgary,Canada,PSYC383,Personality Psychology,PSYC,PSYC2019,Psychology of personality
University of Calgary,Canada,SOCI303,Sociology of Gender,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Calgary,Canada,SOCI325,Introduction to Deviance and Social Control	,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Calgary,Canada,SPAN201,Beginners' Spanish I,SMLC,SPAN1001,Spanish I.1
University of Ottawa,Canada,ECO2144,Microeconomic Theory I,HKUBS,ECON2210,Intermediate microeconomics
University of Ottawa,Canada,ECO3151,Introduction to Econometrics,HKUBS,ECON2280,Introductory econometrics
University of Ottawa,Canada,POL3102,Modern Political Thought II,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Ottawa,Canada,POL3103,Introduction to Political Economy,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Ottawa,Canada,PSY2105,Child Development,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Ottawa,Canada,PSY2110,Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
University of Ottawa,Canada,PSY2116,Quantitative Methods in Psychology II,PSYC,PSYC2060,Research and quantitative methods in psychology
University of Ottawa,Canada,PSY2301,Biological Foundations of Behaviour,PSYC,PSYC2022,Biological psychology
University of Ottawa,Canada,PSY3122,Human Sexual Behaviour,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Ottawa,Canada,PSY3173,Forensic Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Ottawa,Canada,PSY3303,Personality,PSYC,PSYC2019,Psychology of personality
University of Ottawa,Canada,PSY3306,Psychosocial Aspects of Health,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Ottawa,Canada,PSY3307,Psychometric Methods,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Ottawa,Canada,SOC2101,"Sociological Approaches to Health, Illness and Medicine",SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,ENT200H1,Innovation and Entrepreneurship,HKUBS,IIMT3627,Venture and Entrepreneurship Management
University of Toronto,Canada,HIS242H1,Europe in the 20th Century,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,HIS262H1,Canada: A Short History of Here,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,IRE260H1,Organizational Behaviour,HKUBS,MKTG3405,Organizational behaviour
University of Toronto,Canada,IRE260H1,Organizational Behaviour,PSYC,PSYC2063,Industrial/organizational psychology
University of Toronto,Canada,MUS211H1,World Popular Music,SOH,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PHL201H1,Introductory Philosophy,SOH,PHIL1012,Mind and knowledge: an introduction to philosophy
University of Toronto,Canada,POL208H1,Introduction to International Relations,POLI,POLI2106,Introduction to international relations
University of Toronto,Canada,POL218H1,"State, Society and Power in Comparative Perspective",POLI,POLI2105,Introduction to comparative politics
University of Toronto,Canada,POL300H1,Topics in Comparative Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Toronto,Canada,POL324H1,Politics of Europe and the European Union,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Toronto,Canada,POL362H1,Global Political Economy II: Policy and Analysis,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Toronto,Canada,PSY203H1,Psychological Research,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Toronto,Canada,PSY210H1,Introduction to Developmental Psychology,PSYC,PSYC2009,Life-span developmental psychology
University of Toronto,Canada,PSY220H1,Introduction to Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
University of Toronto,Canada,PSY230H1,Introduction to Personality,PSYC,PSYC2019,Psychology of personality
University of Toronto,Canada,PSY230H1,Personality and Its Transformations,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PSY240H1,Introduction to Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
University of Toronto,Canada,PSY240H1,Introduction to Abnormal Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PSY270H1,Introduction to Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
University of Toronto,Canada,PSY280H1,Introduction to Sensation and Perception,PSYC,PSYC2051,Perception
University of Toronto,Canada,PSY290H1,Behavioural Neuroscience,PSYC,PSYC2022,Biological psychology
University of Toronto,Canada,PSY290H1,Physiological Psychology,PSYC,PSYC2022,Biological psychology
University of Toronto,Canada,PSY320H1,Social Psychology: Attitudes,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Toronto,Canada,PSY323H1,Sex Roles and Behaviour,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PSY333H1,Health Psychology,PSYC,PSYC2065,Health psychology
University of Toronto,Canada,PSY333H1,Health Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PSY336H1,Positive Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PSY341H1,Psychopathologies of Childhood,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PSY343H1,Theories of Psychopathology and Psychotherapy,PSYC,PSYC2005,Introduction to counselling and therapeutic psychology
University of Toronto,Canada,PSY343H1,Theories of Psychopathology and Psychotherapy,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,PSY424H1,Social Psychology of Interpersonal Relationships,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,SOC202H5,Cultural Sociology,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,SOC205H1,Urban Sociology,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Toronto,Canada,SOC214H1,Family Patterns,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Toronto,Canada,SOC219H5 ,Gender and Crime,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Toronto,Canada,SOC227H5,Sociology of Work and Occupations,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,SOC249H1,Sociology of Migration,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,SOC249H1,Sociology of Migration,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Toronto,Canada,SOC270H1,Introduction to Social Networks,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Toronto,Canada,SOC280H1,Sociology of Culture,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Toronto,Canada,SOC350H5 ,Quantitative Analysis,SOCI,SOCI2030,Quantitative research methods
University of Toronto,Canada,SOC363H1,The Sociology of Mental Health and Mental Disorders,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Victoria,Canada,ECON104,Principles of Macroeconomics,HKUBS,ECON1220,Introductory macroeconomics
University of Victoria,Canada,LING/PSYC370,Child Language Acquisition,SOH,TGCR9000,Global Citizenship for Social Sciences
University of Victoria,Canada,PHIL236,Introduction to Social and Political Philosophy,SOH,TFSS9000,Unmapped advanced course for Social Sciences
University of Victoria,Canada,PSYC231,Introduction to Social Psychology,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Victoria,Canada,SOCI210,Classical Social Theorizing,SOCI,SOCI2001,Classical social theory
University of Victoria,Canada,SOCW319,Research for Social Change,SWSA,SOWK2085,Social service research I: methodology
University of Victoria,Canada,SPAN100,Beginners' Spanish I ,SMLC,SPAN1001,Spanish I.1
University of Waterloo,Canada,ECON254,Economics of Sports,HKUBS,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,ECON361,Cost-Benefit Analysis and Project Evaluation,HKUBS,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,GEOG202,Geography of the Global Economy,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,KIN146,Introduction to human nutrition,EXSC,TFSS9001,Unmapped introductory course for Social Sciences
University of Waterloo,Canada,PSYCH238,Organizational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,PSYCH257,Psychopathology,PSYC,PSYC2062,Introduction to psychopathology
University of Waterloo,Canada,PSYCH261,Physiological Psychology,PSYC,PSYC2022,Biological psychology
University of Waterloo,Canada,SMF101,Relationships & Families,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Waterloo,Canada,SMF211,Dynamics of Dating,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,SOC204,Sociology of Adolescence ,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,SOC222,Juvenile Delinquency,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,SOC223,Deviance: Perspectives and Processes,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,SOC229,Selected Topics in Criminology,SOCI,SOCI2054,Triads and organized crime
University of Waterloo,Canada,SOC325,Sexuality and the Law,SOCI,SOCI2011,Gender and crime
University of Waterloo,Canada,SOC327,Policing in a Democratic Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Waterloo,Canada,SOC370 / LS300,Sociology of Law,SOCI,SOCI2046,Sociology of law
University of Waterloo,Canada,STAT333,Applied Probability,STAT,STAT3603,Probability modelling
University of Western Ontario,Canada,1027A,Introduction to Linguistics,SOH,LING1000,Introduction to language
University of Western Ontario,Canada,2061A,Psychology at Work,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Western Ontario,Canada,2070A,Introduction to Social Psychology  ,PSYC,PSYC2020,Fundamentals of social psychology
University of Western Ontario,Canada,2135A,Canada Abroad,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Western Ontario,Canada,2158F,Foundations of Global Communications,JMSC,TJMS9001,Unmapped introductory course for Journalism and Media Studies
University of Western Ontario,Canada,3201F,Introduction to Cultural Studies,ENGL,TFSS9000,Unmapped advanced course for Social Sciences
University of Western Ontario,Canada,ECON1021B,Principle of Microeconomics ,HKUBS,ECON1210,Introductory microeconomics
University of Western Ontario,Canada,GEOG2030,Africa South of the Sahara ,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of Western Ontario,Canada,GEOG2143,Foundations of the Geography of World Business,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of Western Ontario,Canada,GEOG3411A,Cultural Geography,GEOG,GEOG3414,"Cultures, social justice and urban space"
University of Western Ontario,Canada,PSYC2032B,Psychology of Crime and Correction,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Western Ontario,Canada,PSYC2042B,Exceptional Children: Behavioural Disorders,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Western Ontario,Canada,PSYC2074B,Psychology of Gender,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Western Ontario,Canada,PSYC2410,Introduction to Developmental Psychology,PSYC,PSYC2009,Life-span developmental psychology
University of Western Ontario,Canada,PSYCH206A,Psychology of Physical Health,PSYC,PSYC2065,Health psychology
University of Western Ontario,Canada,SOCIOLOG2172B,Advertising and Society,SOCI,TSOC9000,Unmapped advanced course for Sociology
