University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Faculty,HKU-Course-Code,HKU-Course-Title
"University of California, Berkeley",USA,COGSCI 181,Cognitive Unconscious,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,CS61A,Structure and Interpretation of Computer Programs,COMP,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,DIGHUM 150C,Digital Humanities and Text and Language Analysis,SOH,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,ECON 136,Financial Economics,HKUBS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,ECON 140,Economic Statistics and Econometrics,HKUBS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,ECON C181,International Trade ,HKUBS,ECON2252,Theory of international trade
"University of California, Berkeley",USA,ESPM 15,Introduction to Environmental Sciences,BIOL,ENVS1401,Introduction to environmental science
"University of California, Berkeley",USA,FRENCH 1,Elementary French ,SMLC,TFSS9001,Unmapped introductory course for Social Sciences
"University of California, Berkeley",USA,HISTORY 116D,China: Twentieth-Century China,SOH,HIST2003,Twentieth-century China
"University of California, Berkeley",USA,INTEGBI C32,Bioinspired Design,BIOL,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,INTEGBI114,Infectious disease dynamics,BBMS,TFSS9001,Unmapped introductory course for Social Sciences
"University of California, Berkeley",USA,JOURN 100,News Reporting,JMSC,TJMS9001,Unmapped introductory course for Journalism and Media Studies
"University of California, Berkeley",USA,JOURN134,International Reporting,JMSC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,LS 157,International Relations and International Law,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,MATH 1A,Calculus,MATH,MATH1013,University mathematics II
"University of California, Berkeley",USA,MATH 53,Multivariable Calculus,MATH,MATH2211,Multivariable calculus
"University of California, Berkeley",USA,MATH 54,Linear Algebra and Differential Equations ,MATH,MATH2101,Linear algebra I
"University of California, Berkeley",USA,MCELLBI 55,Plagues and Pandemics,BIOL,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,MEDIAST 10,Introduction to Media Studies,JMSC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,NESTUD146A,Islam (American Studies),SMLC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,NUSCTX W104,"Food, Culture, and the Environment",CC,CCGL9017,"Food: Technology, Trade and Culture"
"University of California, Berkeley",USA,POL SCI 5,Introduction to International Relations,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,POLECON 100,Classical Theories of Political Economy,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,POLSCI 143B,Japanese Politics ,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,POLSCI 144,American Foreign Policy Toward Asia,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, Berkeley",USA,POLSCI 5,Introduction to International Relations,POLI,POLI2106,Introduction to international relations
"University of California, Berkeley",USA,POLSCI W135,Game Theory,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, Berkeley",USA,POLSCI109R ,Topics In American Politics - The Politics Of Groups And Identities,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,PSYCH 139,Case Studies in Clinical Psychology,PSYC,PSYC2062,Introduction to psychopathology
"University of California, Berkeley",USA,PSYCH 180 ,Industrial/Organizational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,PSYCH N1,General Psychology,PSYC,PSYC1001,Introduction to psychology
"University of California, Berkeley",USA,Psych N134,Health Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,PSYCH N140,Developmental Psychology,PSYC,PSYC2009,Life-span developmental psychology
"University of California, Berkeley",USA,PSYCH N150,Personality Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,PSYCH N180 001 ,Industrial-Organizational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,PUBPOL W184,"Energy, Society",POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, Berkeley",USA,SOCIOL 111AC,Sociology of the Family,SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,SOCIOL 140,Politics and Social Change,SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,SOCIOL112  ,Sociology of Religion,SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,SOCIOL167,Virtual Communities,SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Berkeley",USA,STAT 20,Introduction to Probability and Statistics,STAT,STAT1603,Introductory statistics
"University of California, Berkeley",USA,UGBA103,Introduction to Finance,HKUBS,FINA1310,Corporate finance
"University of California, Berkeley",USA,UGBA106,Marketing,HKUBS,MKTG2501,Introduction to marketing
"University of California, Davis",USA,CGS 001,Introduction to Cognitive Science,PSYC,PSYC2066,Foundations of cognitive science
"University of California, Davis",USA,ECS 032,Intro to Programming,COMP,COMP1117,Computer programming
"University of California, Davis",USA,HIS 015,Africa Today ,SOH,TFSS9000,Unmapped advanced course for Social Sciences
"University of California, Davis",USA,HIS 126,"Dignity, Liberty, Equality, and Fraternity: The History of Human Rights in Europe",SOH,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,JPN 001,Elementary Japanese,SMLC,TFSS9001,Unmapped introductory course for Social Sciences
"University of California, Davis",USA,LIN 001,Introduction to Linguistics,SOH,LING1000,Introduction to language
"University of California, Davis",USA,LIN 131,Introduction to Syntactic Theory,SOH,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,MCB 010,Introduction to Human Heredity,BIOC,BBMS2003,Human Genetics
"University of California, Davis",USA,MGT 011,Elementary Accounting ,HKUBS,ACCT1101,Introduction to financial accounting
"University of California, Davis",USA,NPB 100,Neurobiology,PSYC,PSYC2101,Foundations of neuroscience
"University of California, Davis",USA,POL 123,Politics of Interdependence ,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, Davis",USA,POL 132,National Security Policy,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, Davis",USA,POL 135,International Politics of the Middle East ,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, Davis",USA,POL 137,International Relations in Western Europe,POLI,POLI3127,The Politics of the European Union
"University of California, Davis",USA,PSC 100,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
"University of California, Davis",USA,PSC 101,Introduction to Biological Psychology,PSYC,PSYC2022,Biological psychology
"University of California, Davis",USA,PSC 101,Introduction to Biological Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 120,Agent-Based Modeling,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 126,Health Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 130,Human Memory,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, Davis",USA,PSC 131,Perception,PSYC,PSYC2051,Perception
"University of California, Davis",USA,PSC 135,Cognitive Neuroscience,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 137,Neurobiology of Learning and Memory,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, Davis",USA,PSC 140,Developmental Psychology,PSYC,PSYC2009,Life-span developmental psychology
"University of California, Davis",USA,PSC 140,Developmental Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 148,Developmental Disorders,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, Davis",USA,PSC 151,Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
"University of California, Davis",USA,PSC 153,Psychology and Law,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 154,Psychology of Emotion,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 154,Psychology of Emotion,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, Davis",USA,PSC 162,Personality Psychology,PSYC,PSYC2019,Psychology of personality
"University of California, Davis",USA,PSC 165,Introduction to Clinical Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 165,Introduction to Clinical Psychology,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, Davis",USA,PSC 168,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
"University of California, Davis",USA,PSC 168,Abnormal Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Davis",USA,PSC 169,The Science of Multicultural Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,AFRICANAM 115,"Race, Sport, Media",SMLC,AMER2055,From Slavery to the White House: African American History and Culture
"University of California, Irvine",USA,ART 1C,Art in Context,SOH,TFSS9001,Unmapped introductory course for Social Sciences
"University of California, Irvine",USA,Art 9B,A Culture Divided: Elsewhere In America,SMLC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,ART9C,Thematic Investigtn,FOSS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,DRAMA 16,Performing Culture,SMLC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,IS189/SS189,Globalization and Its Discontents ,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,MGMT150,Consumer Behavior,HKUBS,MKTG3501,Consumer behaviour
"University of California, Irvine",USA,PSY BEH 103,Health Psychology,PSYC,PSYC2065,Health psychology
"University of California, Irvine",USA,PSY BEH 155,Child Therapies,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,PSY BEH 160,Clinical Neuroscience,PSYC,PSYC2022,Biological psychology
"University of California, Irvine",USA,PSY BEH 163,Human Neuropsychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,PSY BEH 173,Social Relationships,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,Psych 7A,Introduction to Psychology,PSYC,PSYC1001,Introduction to psychology
"University of California, Irvine",USA,SOCI144,"Politics, Power and Society ",SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Irvine",USA,SOCIO156,Deviance ,SOCI,SOCI3069,Crime and the City
"University of California, Irvine",USA,SOCIOL141,Organizations ,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Irvine",USA,STATS7,Basic Statistics ,STAT,STAT1603,Introductory statistics
"University of California, Los Angeles",USA,ANNEA M130,Ancient Egyptian Religion,BSTC,TFSS9000,Unmapped advanced course for Social Sciences
"University of California, Los Angeles",USA,ANTHRO138P,Field Methods in Cultural Anthropology,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Los Angeles",USA,Chinese M60,Introduction to Chinese Religions,BSTC,BSTC1001,Introduction to Buddhist teachings
"University of California, Los Angeles",USA,COMM 148,Integrated Marketing Communications,HKUBS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,ECON 101,Microeconomic Theory,HKUBS,ECON2210,Intermediate microeconomics
"University of California, Los Angeles",USA,ENGCOMP M138,Creative Nonfiction: Essays in Journalism,JMSC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,FILM TV 33,Introductory Screenwriting,SOH,TFSS9001,Unmapped introductory course for Social Sciences
"University of California, Los Angeles",USA,GEOG 5,People and the Earth's Ecosystems,GEOG,TGEO9001,Unmapped introductory course for Geography
"University of California, Los Angeles",USA,M120,Cities and Planning,GEOG,GEOG2078,"Urban geography I: growth, function and pattern of cities"
"University of California, Los Angeles",USA,MGMT180,Interpersonal Communication for Leaders,HKUBS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,MGMT180,Interpersonal Communication for Leaders,HKUBS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,MGMT182,Leadership Principles and Practices,HKUBS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PSYCH 100A,Psychological Statistics,PSYC,PSYC1004,Introduction to quantitative methods in psychology
"University of California, Los Angeles",USA,PSYCH 142H,Advanced Statistical Methods in Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PSYCH 162,Psychology of Addiction,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PSYCH 85,Introduction to Cognitive Science,PSYC,PSYC2066,Foundations of cognitive science
"University of California, Los Angeles",USA,PSYCH M165,Psychology of Gender,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PSYCH135,Social Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PSYCH137C,Intimate Relationships,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PSYCH137G,Social Cognitive Neuroscience,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PSYCTRY M182,Personal Brain Management,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Los Angeles",USA,PUB AFF 113,Policy Analysis: Approaches to Addressing Social Problems,POLI,POLI3039,Public policy analysis
"University of California, Los Angeles",USA,SOCIOL 111,Social Networks,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Los Angeles",USA,SOCIOL 128,Sociology of Emotions,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Los Angeles",USA,SOCIOL 134,Culture and Personality,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Los Angeles",USA,SOCIOL M174,Sociology of Family,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Los Angeles",USA,SOCIOL20,Introduction to Sociological Research Methods,SOCI,SOCI2030,Quantitative research methods
"University of California, Los Angeles",USA,STATS 10,Introduction to Statistical Reasoning,STAT,STAT1603,Introductory statistics
"University of California, Los Angeles",USA,URBN PL 120,Introduction to Cities and Planning,FOSS,TFSS9001,Unmapped introductory course for Social Sciences
"University of California, Los Angeles",USA,URBN PL 129,Special Topics in Urban Policy and Research: Los Angeles as Global City,URBS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Riverside",USA,DNCE 007 ,Dance: Cultures and Contexts,SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Riverside",USA,GSST001S,Gender and Sexuality,SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Riverside",USA,PSYC134,Cognitive Processes,PSYC,PSYC2007,Cognitive psychology
"University of California, Riverside",USA,PSYC153,Introduction to Clinical Psychology ,PSYC,PSYC2005,Introduction to counselling and therapeutic psychology
"University of California, Riverside",USA,PSYC160,Life Span Development ,PSYC,PSYC2009,Life-span developmental psychology
"University of California, Riverside",USA,Psychology 110,The Brain and Behavior,PSYC,PSYC2022,Biological psychology
"University of California, San Diego",USA,ANTH23,Debating Multiculturalism ,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, San Diego",USA,CHIN186,"Read/Chinese Economy, Politics and Trade",CHIN,CHIN9508,Chinese as a foreign language VIII
"University of California, San Diego",USA,ECON120,Econometrics,HKUBS,ECON2280,Introductory econometrics
"University of California, San Diego",USA,LTWL136,Socially Engaged Buddhism ,BSTC,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,MUS114,Music of the Twentieth Century,SOH,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,PHI137,Moral Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,POLI103,California Government and Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, San Diego",USA,POLI11,Introduction to Political Science: Comparative Politics,POLI,POLI2105,Introduction to comparative politics
"University of California, San Diego",USA,POLI126,Political Economy/Development,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,POLI13D,Power and Justice,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
"University of California, San Diego",USA,POLI151,International Organisations,POLI,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,POLI160AA,Introduction/ Policy Analysis,POLI,POLI3039,Public policy analysis
"University of California, San Diego",USA,POLI30D,Political Inquiry,POLI,POLI2104,Research methods in politics and public administration
"University of California, San Diego",USA,PSY104,Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
"University of California, San Diego",USA,PSY134 ,Eating Disorders,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,PSYC100,Clinical Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,PSYC101,Developmental Psychology,PSYC,PSYC2009,Life-span developmental psychology
"University of California, San Diego",USA,PSYC102 ,Sensory Neuroscience,PSYC,PSYC2051,Perception
"University of California, San Diego",USA,PSYC105,Cognitve Psychology,PSYC,PSYC2007,Cognitive psychology
"University of California, San Diego",USA,PSYC144,Memory and Amnesia,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,PSYC166,History of Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, San Diego",USA,PSYC168,Psychological Disorders of Childhood,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, San Diego",USA,PSYC172,Psychology of Human Sexuality,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, San Diego",USA,SOCI112,Social Psychology ,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, San Diego",USA,SOCI119,Sexuality & Sexual Identities,SOCI,SOCI2081,"Sexuality, culture and identity"
"University of California, San Diego",USA,SOCI124,The Good Society,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, San Diego",USA,SOCI132,Gender and Work,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, San Diego",USA,SOCI145,Violence and Society,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Santa Barbara",USA,ART1A,Visual Literacy,SOH,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,C LIT148,Creative Chaos,ENGL,TFSS9000,Unmapped advanced course for Social Sciences
"University of California, Santa Barbara",USA,C LIT188,Narrative Studies,SOH,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,CHIN180,History of Chinese Cinema,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Santa Barbara",USA,CNCSP112,Positive Psychology ,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,CNCSP260,Theories of Counseling and Psychotherapy,PSYC,PSYC2005,Introduction to counselling and therapeutic psychology
"University of California, Santa Barbara",USA,COMM101,Media Literacy,SOCI,TSOC9000,Unmapped advanced course for Sociology
"University of California, Santa Barbara",USA,COMM89,Theories of Communication,ENGL,TFSS9001,Unmapped introductory course for Social Sciences
"University of California, Santa Barbara",USA,EARTH103,Structural Geology,EASC,EASC3404,Structural geology
"University of California, Santa Barbara",USA,EARTH113,Engineering and Environmental Geology,EASC,EASC3414,Soil and rock mechanics
"University of California, Santa Barbara",USA,ED176B,Practicum in Individual Differences,FOSS,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,ED222A,Introduction to Exceptional Children ,BBED,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,ENGL114,Woman and Literature,ENGL,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,ENGL140 ,Contemporary American Literature,ENGL,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,GEOG110,Introduction to Meteorology,GEOG,GEOG2004,Atmospheric environment and global climate
"University of California, Santa Barbara",USA,GEOG119,Climatic Change and Its Consequences,GEOG,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,GEOG137,Quantitative Geomorphology,GEOG,GEOG3204,Urban hydrology and water quality
"University of California, Santa Barbara",USA,GEOG148,California,GEOG,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,PSY101 ,Health Psychology,PSYC,PSYC2065,Health psychology
"University of California, Santa Barbara",USA,PSY102,Introduction to Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
"University of California, Santa Barbara",USA,PSY106,Introduction to Biopsychology,PSYC,PSYC2022,Biological psychology
"University of California, Santa Barbara",USA,PSY108,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
"University of California, Santa Barbara",USA,PSY108,Introduction to Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
"University of California, Santa Barbara",USA,PSY117,Memory,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,PSY124,Introduction to Educational Psychology,PSYC,PSYC2035,Introduction to educational psychology
"University of California, Santa Barbara",USA,PSY139,Emotions,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,PSY140,Social Influence,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,PSY149,Close Relationships,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,PSY150,Laboratory in Social Psychology,PSYC,TPSY9000,Unmapped advanced course for Psychology
"University of California, Santa Barbara",USA,PSY155,Evolution and Cognition ,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,PSY160,Psychology of Conspiracy,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,SOC118,Sociology of Culture,SOCI,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Barbara",USA,SOC152,Sociology of Human Sexuality,SOCI,SOCI2081,"Sexuality, culture and identity"
"University of California, Santa Barbara",USA,SPAN 1,Elementary Spanish I,SMLC,SPAN1001,Spanish I.1
"University of California, Santa Barbara",USA,SPAN 2,Elementary Spanish 2,SMLC,SPAN1002,Spanish I.2
"University of California, Santa Barbara",USA,SPAN5,Spanish 5 - Intermediate Spanish II,SMLC,SPAN2002,Spanish II.2
"University of California, Santa Cruz",USA,EART30,Water in Environment,CC,CCGL9059,Water in a Changing World
"University of California, Santa Cruz",USA,ECON 1  ,Introductory Microeconomic,HKUBS,ECON1210,Introductory microeconomics
"University of California, Santa Cruz",USA,FILM132B,International Cinema since 1960,SMLC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Cruz",USA,HIS101D,World History of Science,SOH,TFSS9000,Unmapped advanced course for Social Sciences
"University of California, Santa Cruz",USA,HIS101D,World History of Science,SOH,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Cruz",USA,HIS150E,History and Memory in the Okinawan Islands,SMLC,TFSS9000,Unmapped advanced course for Social Sciences
"University of California, Santa Cruz",USA,PSYC121,Perception,PSYC,PSYC2051,Perception
"University of California, Santa Cruz",USA,PSYC147A,Psychology and Law,PSYC,TGCR9000,Global Citizenship for Social Sciences
"University of California, Santa Cruz",USA,PSYC20,Cognition: Fundamental Theories,PSYC,PSYC2007,Cognitive psychology
"University of California, Santa Cruz",USA,TIM 50,Business Information System,HKUBS,IIMT2601,Management information systems
University of Connecticut,USA,ANSC2251,Horse Science,FOSS,TFSS9000,Unmapped advanced course for Social Sciences
University of Connecticut,USA,MARN1001,The Sea Around Us,FOSS,TFSS9001,Unmapped introductory course for Social Sciences
University of Connecticut,USA,NUSC1167,"Food, Culture and Society",BIOL,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,POLS1602,Introduction to American Politics,POLI,POLI3044,American democracy
University of Connecticut,USA,POLS3042,Theories of Human Rights,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Connecticut,USA,POLS3212,Comparative Perspectives on Human Rights,POLI,POLI3101,Human rights and cultural differences
University of Connecticut,USA,POLS3612,Political Opinion and Electoral Behaviour,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,POLS3618,Politics of Inequalities,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,POLS3625,Public Opinion,SWSA,SOWK3109,Foundation of social work practice III
University of Connecticut,USA,PSYC/COMM3103,Motivation and Emotion,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,PSYC2300,Abnormal Psychology,SWSA,SOWK2008,Human behaviour and the social environment (II)
University of Connecticut,USA,PSYC2501,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
University of Connecticut,USA,PSYC2600,Industrial/Organizational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,PSYC2700,Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
University of Connecticut,USA,PSYC2700,Social Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,PSYC3501,Sensation and Perception,PSYC,PSYC2051,Perception
University of Connecticut,USA,PUBH3001,Introduction to Epidemiology,EXSC,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,SLHS1150,Introduction to Communication Disorder,SOH,TFSS9000,Unmapped advanced course for Social Sciences
University of Connecticut,USA,SOCI1251,Social Problems,SOCI,SOCI2041,Social problems
University of Connecticut,USA,SOCI2101,Sports and Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,SOCI2275,Social Well-Being,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,SOCI2411,Work and Occupations,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Connecticut,USA,SOCI3451,Sociology of Health,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Connecticut,USA,SOCI3601,Sociology of Gender,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Connecticut,USA,WGSS1105,Gender and Sexuality in Everyday Life,SWSA,SOWK2037,Human sexuality
University of Connecticut,USA,WGSS2255,"LGBTQ Sexualities, Activism, and Globalization",SOCI,SOCI2081,"Sexuality, culture and identity"
University of Denver,USA,ANTH2105,Human Nature,SOCI,TSOC9001,Unmapped introductory course for Sociology
University of Denver,USA,ARTS1100,2-Dimensional Approaches,SOH,TFSS9001,Unmapped introductory course for Social Sciences
University of Denver,USA,CNP3263,Psychology of Sex and Intimate Relationships,SWSA,TSWK9000,Unmapped advanced course for Social Work and Social Administration
University of Denver,USA,COMN1210,Foundations of Communication Studies,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of Denver,USA,CRES3951,Mediation Fundamentals,SWSA,SOWK2119,Mediation and negotiation
University of Denver,USA,GWST1112,Introduction to Gender and Women's Studies,SOH,GEND1001,Introduction to Gender Studies
University of Denver,USA,GWST2740,"Gender, (De)Colonization, and Science Fiction",SOH,TFSS9000,Unmapped advanced course for Social Sciences
University of Denver,USA,PSYC2031,Introduction to Cognitive Neuroscience,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Denver,USA,PSYC3550,Personality Psychology,PSYC,PSYC2019,Psychology of personality
University of Denver,USA,PSYCH3050,Research Methods,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Denver,USA,SOCI1810,Understanding Social Life,SOCI,SOCI1001,Introduction to sociology
University of Denver,USA,SOCI2060,Self and Society ,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Denver,USA,SOCI2190,American Communities,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Denver,USA,SOCI2540,Current Social Problems,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Denver,USA,SOCI2730,Gender in Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,ACCT2102,Principles of Accounting II,HKUBS,ACCT2105,Introduction to management accounting
University of Georgia,USA,ADPR3100,Principles of Advertising,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
University of Georgia,USA,ARHI3050,American Art,SOH,ARTH2020,American art
